date,chemical,bnf_code,ods_code,gss_code,name,items,quantity,actual_cost,total_list_size
2020-05-01,Apixaban,0208020Z0,01E,E38000227,NHS Lancashire and South Cumbria ICB - 01E,1942,100660,88984.07,214152
2020-05-01,Apixaban,0208020Z0,01F,E38000068,NHS Cheshire and Merseyside ICB - 01F,1767,106828,94391.65,133278
2020-05-01,Apixaban,0208020Z0,01G,E38000143,NHS Greater Manchester ICB - 01G,2692,110055,97362.76,284389
2020-05-01,Apixaban,0208020Z0,01H,E38000215,NHS North East and North Cumbria ICB - 01H,3927,218715,193238.78,326125
2020-05-01,Apixaban,0208020Z0,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,1924,107986,95431.2,167799
2020-05-01,Apixaban,0208020Z0,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,1923,100792,89072.94,351394
2020-05-01,Apixaban,0208020Z0,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,1676,94098,83146.52,156498
2020-05-01,Apixaban,0208020Z0,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,2402,130132,115022.99,125437
2020-05-01,Apixaban,0208020Z0,01W,E38000174,NHS Greater Manchester ICB - 01W,3615,195459,172771.19,316557
2020-05-01,Apixaban,0208020Z0,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,2965,170158,150374.14,198394
2020-05-01,Apixaban,0208020Z0,01Y,E38000263,NHS Greater Manchester ICB - 01Y,1569,91166,80574.52,217963
2020-05-01,Apixaban,0208020Z0,02A,E38000187,NHS Greater Manchester ICB - 02A,3289,143696,127106.08,243248
2020-05-01,Apixaban,0208020Z0,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,2630,163508,144455.71,220555
2020-05-01,Apixaban,0208020Z0,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,1531,84774,74928.83,113915
2020-05-01,Apixaban,0208020Z0,02H,E38000205,NHS Greater Manchester ICB - 02H,2764,177959,157222.76,332972
2020-05-01,Apixaban,0208020Z0,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,2100,105908,93607.8,179233
2020-05-01,Apixaban,0208020Z0,02P,E38000006,NHS South Yorkshire ICB - 02P,5161,212285,187768.21,263825
2020-05-01,Apixaban,0208020Z0,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,2021,108451,95833.77,119375
2020-05-01,Apixaban,0208020Z0,02T,E38000025,NHS West Yorkshire ICB - 02T,2777,124580,110191.3,222057
2020-05-01,Apixaban,0208020Z0,02X,E38000044,NHS South Yorkshire ICB - 02X,4800,265570,234650.89,325489
2020-05-01,Apixaban,0208020Z0,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,4237,228838,202175.25,306976
2020-05-01,Apixaban,0208020Z0,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,4286,190979,168843.26,302911
2020-05-01,Apixaban,0208020Z0,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,1578,76607,67711.46,170320
2020-05-01,Apixaban,0208020Z0,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,1836,92205,81463.68,181598
2020-05-01,Apixaban,0208020Z0,03L,E38000141,NHS South Yorkshire ICB - 03L,4031,223740,197687.47,264775
2020-05-01,Apixaban,0208020Z0,03N,E38000146,NHS South Yorkshire ICB - 03N,6630,303129,268059.43,614490
2020-05-01,Apixaban,0208020Z0,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,4502,248578,219623.15,363942
2020-05-01,Apixaban,0208020Z0,03R,E38000190,NHS West Yorkshire ICB - 03R,4176,248483,219542.98,382346
2020-05-01,Apixaban,0208020Z0,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",2874,159010,140499.89,340587
2020-05-01,Apixaban,0208020Z0,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",1792,99552,87963.21,422639
2020-05-01,Apixaban,0208020Z0,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",3151,163542,144523.49,401168
2020-05-01,Apixaban,0208020Z0,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,1517,87613,77455.59,134767
2020-05-01,Apixaban,0208020Z0,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,2066,117298,103641.68,145315
2020-05-01,Apixaban,0208020Z0,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,3571,209467,185053.83,217781
2020-05-01,Apixaban,0208020Z0,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,3028,156671,138836.6,214831
2020-05-01,Apixaban,0208020Z0,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,2263,132521,117086,150057
2020-05-01,Apixaban,0208020Z0,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,3907,226013,199699.58,296138
2020-05-01,Apixaban,0208020Z0,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,6189,317530,280821.45,987593
2020-05-01,Apixaban,0208020Z0,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,7932,365255,322896.43,609552
2020-05-01,Apixaban,0208020Z0,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,4550,254290,224672.95,413555
2020-05-01,Apixaban,0208020Z0,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,5542,261353,231168.06,659881
2020-05-01,Apixaban,0208020Z0,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,3959,203323,179652.95,397747
2020-05-01,Apixaban,0208020Z0,06T,E38000117,NHS Suffolk and North East Essex ICB - 06T,5524,297430,262782.93,359507
2020-05-01,Apixaban,0208020Z0,07G,E38000185,NHS Mid and South Essex ICB - 07G,1506,84854,74962.34,181721
2020-05-01,Apixaban,0208020Z0,07H,E38000197,NHS Hertfordshire and West Essex ICB - 07H,2904,144257,127501.03,319461
2020-05-01,Apixaban,0208020Z0,07K,E38000204,NHS Suffolk and North East Essex ICB - 07K,2757,143819,127056.8,257351
2020-05-01,Apixaban,0208020Z0,09D,E38000021,NHS Sussex ICB - 09D,1498,66617,58936.44,325528
2020-05-01,Apixaban,0208020Z0,10Q,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",12077,611777,540772.46,773962
2020-05-01,Apixaban,0208020Z0,10R,E38000137,NHS Hampshire and Isle of Wight ICB - 10R,2206,132259,116942.98,232664
2020-05-01,Apixaban,0208020Z0,11J,E38000045,NHS Dorset ICB - 11J,11097,690807,610288.81,808579
2020-05-01,Apixaban,0208020Z0,11M,E38000062,NHS Gloucestershire ICB - 11M,4220,194659,172121.51,660393
2020-05-01,Apixaban,0208020Z0,11N,E38000089,NHS Cornwall and the Isles of Scilly ICB - 11N,5292,282820,249875.4,585679
2020-05-01,Apixaban,0208020Z0,11X,E38000150,NHS Somerset ICB - 11X,6522,421121,372023.55,583846
2020-05-01,Apixaban,0208020Z0,12F,E38000208,NHS Cheshire and Merseyside ICB - 12F,4212,258352,228272.69,338001
2020-05-01,Apixaban,0208020Z0,13T,E38000212,NHS North East and North Cumbria ICB - 13T,5448,197253,174599.76,532895
2020-05-01,Apixaban,0208020Z0,14L,E38000217,NHS Greater Manchester ICB - 14L,4090,201649,178264.72,672831
2020-05-01,Apixaban,0208020Z0,14Y,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",4539,280373,247733.9,570123
2020-05-01,Apixaban,0208020Z0,15A,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",5129,308100,272239.21,555895
2020-05-01,Apixaban,0208020Z0,15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",11385,587558,519560.01,1038585
2020-05-01,Apixaban,0208020Z0,15E,E38000258,NHS Birmingham and Solihull ICB - 15E,11975,771321,681535.19,1545972
2020-05-01,Apixaban,0208020Z0,15F,E38000225,NHS West Yorkshire ICB - 15F,6372,320086,282992.94,894636
2020-05-01,Apixaban,0208020Z0,15M,E38000261,NHS Derby and Derbyshire ICB - 15M,6051,390360,344923.32,1095081
2020-05-01,Apixaban,0208020Z0,15N,E38000230,NHS Devon ICB - 15N,11798,661547,584645.42,1246796
2020-05-01,Apixaban,0208020Z0,16C,E38000247,NHS North East and North Cumbria ICB - 16C,9028,453819,401163.09,708242
2020-05-01,Apixaban,0208020Z0,18C,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,10050,597858,528314.48,803005
2020-05-01,Apixaban,0208020Z0,26A,E38000239,NHS Norfolk and Waveney ICB - 26A,5538,293989,259916.61,1066488
2020-05-01,Apixaban,0208020Z0,27D,E38000233,NHS Cheshire and Merseyside ICB - 27D,8680,491931,434717.59,780560
2020-05-01,Apixaban,0208020Z0,36J,E38000232,NHS West Yorkshire ICB - 36J,2999,148047,130892.84,643756
2020-05-01,Apixaban,0208020Z0,36L,E38000245,NHS South West London ICB - 36L,11999,497317,440055.54,1713401
2020-05-01,Apixaban,0208020Z0,42D,E38000241,NHS Humber and North Yorkshire ICB - 42D,4423,231512,204544.51,430716
2020-05-01,Apixaban,0208020Z0,52R,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,7209,410920,363146.53,1106135
2020-05-01,Apixaban,0208020Z0,70F,E38000248,NHS Sussex ICB - 70F,9476,564873,499190.74,904763
2020-05-01,Apixaban,0208020Z0,71E,E38000238,NHS Lincolnshire ICB - 71E,12280,543211,480062.8,794681
2020-05-01,Apixaban,0208020Z0,72Q,E38000244,NHS South East London ICB - 72Q,8016,417314,369040.17,2022052
2020-05-01,Apixaban,0208020Z0,78H,E38000262,NHS Northamptonshire ICB - 78H,7609,403655,356617.77,796610
2020-05-01,Apixaban,0208020Z0,84H,E38000234,NHS North East and North Cumbria ICB - 84H,8509,318274,281644.51,556826
2020-05-01,Apixaban,0208020Z0,91Q,E38000237,NHS Kent and Medway ICB - 91Q,17878,1021510,902713.99,1924697
2020-05-01,Apixaban,0208020Z0,92A,E38000246,NHS Surrey Heartlands ICB - 92A,4663,296320,261889.66,1103936
2020-05-01,Apixaban,0208020Z0,92G,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",13506,705783,623868.44,960093
2020-05-01,Apixaban,0208020Z0,93C,E38000240,NHS North Central London ICB - 93C,9536,463751,410174.57,1683416
2020-05-01,Apixaban,0208020Z0,97R,E38000235,NHS Sussex ICB - 97R,6707,389514,344189.2,560129
2020-05-01,Apixaban,0208020Z0,99A,E38000101,NHS Cheshire and Merseyside ICB - 99A,4369,238558,210848.38,549984
2020-05-01,Apixaban,0208020Z0,99C,E38000127,NHS North East and North Cumbria ICB - 99C,3076,125866,111371.59,222039
2020-05-01,Apixaban,0208020Z0,99E,E38000007,NHS Mid and South Essex ICB - 99E,2316,152360,134603.16,283879
2020-05-01,Apixaban,0208020Z0,99F,E38000030,NHS Mid and South Essex ICB - 99F,1584,108191,95579.28,185816
2020-05-01,Apixaban,0208020Z0,99G,E38000168,NHS Mid and South Essex ICB - 99G,1432,95409,84287.48,189869
2020-05-01,Apixaban,0208020Z0,A3A8R,E38000255,NHS North East London ICB - A3A8R,11253,478344,423217.72,2261729
2020-05-01,Apixaban,0208020Z0,B2M3M,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,6610,359335,317529.44,1022113
2020-05-01,Apixaban,0208020Z0,D2P2L,E38000259,NHS Black Country ICB - D2P2L,8042,469671,415103.35,1274593
2020-05-01,Apixaban,0208020Z0,D4U1Y,E38000252,NHS Frimley ICB - D4U1Y,6016,363611,321364.19,801991
2020-05-01,Apixaban,0208020Z0,D9Y0V,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,13804,897511,793084.63,1663538
2020-05-01,Apixaban,0208020Z0,M1J4Y,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",6441,388337,343133.6,1038107
2020-05-01,Apixaban,0208020Z0,M2L0M,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",5558,343686,303675.43,508382
2020-05-01,Apixaban,0208020Z0,W2U3Z,E38000256,NHS North West London ICB - W2U3Z,19316,818137,723932.2,2607299
2020-05-01,Apixaban,0208020Z0,X2C4Y,E38000254,NHS West Yorkshire ICB - X2C4Y,4556,194447,172015.3,446335
2020-06-01,Apixaban,0208020Z0,00L,E38000130,NHS North East and North Cumbria ICB - 00L,5313,241772,213666.81,328732
2020-06-01,Apixaban,0208020Z0,00N,E38000163,NHS North East and North Cumbria ICB - 00N,2780,106480,94181.96,158274
2020-06-01,Apixaban,0208020Z0,00P,E38000176,NHS North East and North Cumbria ICB - 00P,6104,205149,181562.18,283947
2020-06-01,Apixaban,0208020Z0,00Q,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,906,54424,48061.06,178527
2020-06-01,Apixaban,0208020Z0,00R,E38000015,NHS Lancashire and South Cumbria ICB - 00R,1809,90907,80314.21,174661
2020-06-01,Apixaban,0208020Z0,00T,E38000016,NHS Greater Manchester ICB - 00T,3698,212767,187943.44,316086
2020-06-01,Apixaban,0208020Z0,00V,E38000024,NHS Greater Manchester ICB - 00V,2464,150205,132641.84,206912
2020-06-01,Apixaban,0208020Z0,00X,E38000034,NHS Lancashire and South Cumbria ICB - 00X,1803,110349,97455.8,186183
2020-06-01,Apixaban,0208020Z0,00Y,E38000135,NHS Greater Manchester ICB - 00Y,2406,137024,121034.98,260411
2020-06-01,Apixaban,0208020Z0,01A,E38000050,NHS Lancashire and South Cumbria ICB - 01A,2597,143261,126520.8,388942
2020-06-01,Apixaban,0208020Z0,01D,E38000080,NHS Greater Manchester ICB - 01D,2508,153948,135947.88,238313
2020-06-01,Apixaban,0208020Z0,01E,E38000227,NHS Lancashire and South Cumbria ICB - 01E,1984,103298,91266.55,214152
2020-06-01,Apixaban,0208020Z0,01F,E38000068,NHS Cheshire and Merseyside ICB - 01F,1780,105968,93581.3,133242
2020-06-01,Apixaban,0208020Z0,01G,E38000143,NHS Greater Manchester ICB - 01G,2898,117249,103677.03,284538
2020-06-01,Apixaban,0208020Z0,01H,E38000215,NHS North East and North Cumbria ICB - 01H,4028,226383,199907.98,326052
2020-06-01,Apixaban,0208020Z0,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,2022,112954,99771.22,167753
2020-06-01,Apixaban,0208020Z0,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,2067,108409,95753.64,351049
2020-06-01,Apixaban,0208020Z0,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,1802,101580,89712.4,156495
2020-06-01,Apixaban,0208020Z0,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,2556,136305,120419.16,125392
2020-06-01,Apixaban,0208020Z0,01W,E38000174,NHS Greater Manchester ICB - 01W,3720,197575,174553.19,316613
2020-06-01,Apixaban,0208020Z0,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,3112,179084,158178.29,198428
2020-06-01,Apixaban,0208020Z0,01Y,E38000263,NHS Greater Manchester ICB - 01Y,1698,98592,87091.09,217999
2020-06-01,Apixaban,0208020Z0,02A,E38000187,NHS Greater Manchester ICB - 02A,3400,148771,131525.04,243140
2020-06-01,Apixaban,0208020Z0,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,2635,163491,144363.11,220561
2020-06-01,Apixaban,0208020Z0,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,1599,89219,78813.36,113806
2020-06-01,Apixaban,0208020Z0,02H,E38000205,NHS Greater Manchester ICB - 02H,2972,192334,169832.2,333031
2020-06-01,Apixaban,0208020Z0,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,2248,112301,99208.47,179097
2020-06-01,Apixaban,0208020Z0,02P,E38000006,NHS South Yorkshire ICB - 02P,5668,227684,201295.71,263780
2020-06-01,Apixaban,0208020Z0,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,2301,118246,104446.79,119381
2020-06-01,Apixaban,0208020Z0,02T,E38000025,NHS West Yorkshire ICB - 02T,2891,123626,109308.11,221972
2020-06-01,Apixaban,0208020Z0,02X,E38000044,NHS South Yorkshire ICB - 02X,5038,278425,245884.07,325392
2020-06-01,Apixaban,0208020Z0,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,4461,240653,212502.05,306877
2020-06-01,Apixaban,0208020Z0,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,4385,195610,172845.58,302835
2020-06-01,Apixaban,0208020Z0,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,1679,79422,70166.24,170299
2020-06-01,Apixaban,0208020Z0,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,1856,92497,81679.89,181556
2020-06-01,Apixaban,0208020Z0,03L,E38000141,NHS South Yorkshire ICB - 03L,4309,239805,211767.31,264769
2020-06-01,Apixaban,0208020Z0,03N,E38000146,NHS South Yorkshire ICB - 03N,7172,325708,287872.95,613552
2020-06-01,Apixaban,0208020Z0,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,4592,253382,223746.92,363595
2020-06-01,Apixaban,0208020Z0,03R,E38000190,NHS West Yorkshire ICB - 03R,4313,253696,224034.5,382413
2020-06-01,Apixaban,0208020Z0,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",3007,165185,145883.26,340648
2020-06-01,Apixaban,0208020Z0,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",1856,101608,89735.28,422115
2020-06-01,Apixaban,0208020Z0,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",3328,174230,153883.89,401033
2020-06-01,Apixaban,0208020Z0,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,1563,88974,78584.78,134803
2020-06-01,Apixaban,0208020Z0,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,2187,122731,108384.56,145383
2020-06-01,Apixaban,0208020Z0,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,3701,216643,191290.88,217609
2020-06-01,Apixaban,0208020Z0,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,3345,169193,151063.43,214880
2020-06-01,Apixaban,0208020Z0,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,2343,137073,121045.47,150028
2020-06-01,Apixaban,0208020Z0,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,4141,241527,213293.2,296080
2020-06-01,Apixaban,0208020Z0,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,6299,320735,283757.09,987366
2020-06-01,Apixaban,0208020Z0,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,8257,378772,334675.78,609720
2020-06-01,Apixaban,0208020Z0,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,4637,257140,227072.03,413553
2020-06-01,Apixaban,0208020Z0,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,5844,281432,248786.23,660078
2020-06-01,Apixaban,0208020Z0,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,4034,206628,182477.4,397767
2020-06-01,Apixaban,0208020Z0,06T,E38000117,NHS Suffolk and North East Essex ICB - 06T,5611,302867,267441.27,359515
2020-06-01,Apixaban,0208020Z0,07G,E38000185,NHS Mid and South Essex ICB - 07G,1592,91070,80411.27,181718
2020-06-01,Apixaban,0208020Z0,07H,E38000197,NHS Hertfordshire and West Essex ICB - 07H,3061,153589,135668.55,319663
2020-06-01,Apixaban,0208020Z0,07K,E38000204,NHS Suffolk and North East Essex ICB - 07K,2726,143713,126895.25,257378
2020-06-01,Apixaban,0208020Z0,09D,E38000021,NHS Sussex ICB - 09D,1527,68339,60423.99,325231
2020-06-01,Apixaban,0208020Z0,10Q,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",12311,624109,551387.6,773700
2020-06-01,Apixaban,0208020Z0,10R,E38000137,NHS Hampshire and Isle of Wight ICB - 10R,2293,134926,119243,232250
2020-06-01,Apixaban,0208020Z0,11J,E38000045,NHS Dorset ICB - 11J,11231,697836,616171.91,808273
2020-06-01,Apixaban,0208020Z0,11M,E38000062,NHS Gloucestershire ICB - 11M,4445,197972,174975.72,660407
2020-06-01,Apixaban,0208020Z0,11N,E38000089,NHS Cornwall and the Isles of Scilly ICB - 11N,5400,286279,252797.95,585743
2020-06-01,Apixaban,0208020Z0,11X,E38000150,NHS Somerset ICB - 11X,6701,429115,378887.34,583893
2020-06-01,Apixaban,0208020Z0,12F,E38000208,NHS Cheshire and Merseyside ICB - 12F,4359,268382,237009.62,337927
2020-06-01,Apixaban,0208020Z0,13T,E38000212,NHS North East and North Cumbria ICB - 13T,5748,206617,182794.65,532240
2020-06-01,Apixaban,0208020Z0,14L,E38000217,NHS Greater Manchester ICB - 14L,4188,207780,183584.59,672111
2020-06-01,Apixaban,0208020Z0,14Y,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",4879,293959,259607.99,570228
2020-06-01,Apixaban,0208020Z0,15A,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",5231,304233,268678.76,555962
2020-06-01,Apixaban,0208020Z0,15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",11480,599042,529416.42,1038280
2020-06-01,Apixaban,0208020Z0,15E,E38000258,NHS Birmingham and Solihull ICB - 15E,12688,818073,722459.9,1546997
2020-06-01,Apixaban,0208020Z0,15F,E38000225,NHS West Yorkshire ICB - 15F,6592,328790,290537.2,894070
2020-06-01,Apixaban,0208020Z0,15M,E38000261,NHS Derby and Derbyshire ICB - 15M,6200,397809,351317,1094884
2020-06-01,Apixaban,0208020Z0,15N,E38000230,NHS Devon ICB - 15N,12327,680674,601254.94,1246443
2020-06-01,Apixaban,0208020Z0,16C,E38000247,NHS North East and North Cumbria ICB - 16C,9336,466983,412585.26,708063
2020-06-01,Apixaban,0208020Z0,18C,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,10178,604240,533685.27,803275
2020-06-01,Apixaban,0208020Z0,26A,E38000239,NHS Norfolk and Waveney ICB - 26A,5662,300723,265727.8,1066444
2020-06-01,Apixaban,0208020Z0,27D,E38000233,NHS Cheshire and Merseyside ICB - 27D,8986,508836,449422.72,780593
2020-06-01,Apixaban,0208020Z0,36J,E38000232,NHS West Yorkshire ICB - 36J,3131,151181,133601.73,643672
2020-06-01,Apixaban,0208020Z0,36L,E38000245,NHS South West London ICB - 36L,12431,519021,459009.84,1712683
2020-06-01,Apixaban,0208020Z0,42D,E38000241,NHS Humber and North Yorkshire ICB - 42D,4653,238212,210363.57,430605
2020-06-01,Apixaban,0208020Z0,52R,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,7467,418388,369560.6,1105111
2020-06-01,Apixaban,0208020Z0,70F,E38000248,NHS Sussex ICB - 70F,9921,581442,513576.86,904719
2020-06-01,Apixaban,0208020Z0,71E,E38000238,NHS Lincolnshire ICB - 71E,12697,563064,497351.45,794478
2020-06-01,Apixaban,0208020Z0,72Q,E38000244,NHS South East London ICB - 72Q,8246,432374,382150.83,2021636
2020-06-01,Apixaban,0208020Z0,78H,E38000262,NHS Northamptonshire ICB - 78H,7969,420010,370872.09,796328
2020-06-01,Apixaban,0208020Z0,84H,E38000234,NHS North East and North Cumbria ICB - 84H,9299,346318,306303.48,556450
2020-06-01,Apixaban,0208020Z0,91Q,E38000237,NHS Kent and Medway ICB - 91Q,18828,1066880,942322.8,1924891
2020-06-01,Apixaban,0208020Z0,92A,E38000246,NHS Surrey Heartlands ICB - 92A,4853,307282,271431.53,1104179
2020-06-01,Apixaban,0208020Z0,92G,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",14483,736187,650456.94,960152
2020-06-01,Apixaban,0208020Z0,93C,E38000240,NHS North Central London ICB - 93C,9689,469721,415236.53,1683347
2020-06-01,Apixaban,0208020Z0,97R,E38000235,NHS Sussex ICB - 97R,6902,403024,355939.21,560127
2020-06-01,Apixaban,0208020Z0,99A,E38000101,NHS Cheshire and Merseyside ICB - 99A,4531,250263,221075.57,549613
2020-06-01,Apixaban,0208020Z0,99C,E38000127,NHS North East and North Cumbria ICB - 99C,3069,128074,113255.15,222095
2020-06-01,Apixaban,0208020Z0,99E,E38000007,NHS Mid and South Essex ICB - 99E,2388,154647,136555.29,283884
2020-06-01,Apixaban,0208020Z0,99F,E38000030,NHS Mid and South Essex ICB - 99F,1639,108574,95868.87,185783
2020-06-01,Apixaban,0208020Z0,99G,E38000168,NHS Mid and South Essex ICB - 99G,1450,96839,85503.65,189881
2020-06-01,Apixaban,0208020Z0,A3A8R,E38000255,NHS North East London ICB - A3A8R,12001,504641,446266.43,2262057
2020-06-01,Apixaban,0208020Z0,B2M3M,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,7247,390922,345261.11,1020641
2020-06-01,Apixaban,0208020Z0,D2P2L,E38000259,NHS Black Country ICB - D2P2L,8550,496169,438299.28,1273333
2020-06-01,Apixaban,0208020Z0,D4U1Y,E38000252,NHS Frimley ICB - D4U1Y,6193,370842,327591.28,801988
2020-06-01,Apixaban,0208020Z0,D9Y0V,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,14449,929617,821035.22,1663117
2020-06-01,Apixaban,0208020Z0,M1J4Y,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",6755,397730,351260.96,1038509
2020-06-01,Apixaban,0208020Z0,M2L0M,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",5852,358288,316414.53,508392
2020-06-01,Apixaban,0208020Z0,W2U3Z,E38000256,NHS North West London ICB - W2U3Z,20045,841564,744297.76,2608589
2020-06-01,Apixaban,0208020Z0,X2C4Y,E38000254,NHS West Yorkshire ICB - X2C4Y,4844,208225,184107.6,446075
2020-07-01,Apixaban,0208020Z0,00L,E38000130,NHS North East and North Cumbria ICB - 00L,5566,252986,223566.19,328924
2020-07-01,Apixaban,0208020Z0,00N,E38000163,NHS North East and North Cumbria ICB - 00N,2876,110712,97915.2,158313
2020-07-01,Apixaban,0208020Z0,00P,E38000176,NHS North East and North Cumbria ICB - 00P,6362,223370,197642.55,284080
2020-07-01,Apixaban,0208020Z0,00Q,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,944,56143,49575.49,178666
2020-07-01,Apixaban,0208020Z0,00R,E38000015,NHS Lancashire and South Cumbria ICB - 00R,1959,99768,88136.17,174735
2020-07-01,Apixaban,0208020Z0,00T,E38000016,NHS Greater Manchester ICB - 00T,3593,208356,184028.96,316238
2020-07-01,Apixaban,0208020Z0,00V,E38000024,NHS Greater Manchester ICB - 00V,2611,157868,139402.37,206984
2020-07-01,Apixaban,0208020Z0,00X,E38000034,NHS Lancashire and South Cumbria ICB - 00X,1966,119603,105623.69,186344
2020-07-01,Apixaban,0208020Z0,00Y,E38000135,NHS Greater Manchester ICB - 00Y,2472,140909,124457.09,260432
2020-07-01,Apixaban,0208020Z0,01A,E38000050,NHS Lancashire and South Cumbria ICB - 01A,2732,150002,132463.36,389104
2020-07-01,Apixaban,0208020Z0,01D,E38000080,NHS Greater Manchester ICB - 01D,2594,155830,137603.46,238528
2020-07-01,Apixaban,0208020Z0,01E,E38000227,NHS Lancashire and South Cumbria ICB - 01E,2120,110131,97297.37,214128
2020-07-01,Apixaban,0208020Z0,01F,E38000068,NHS Cheshire and Merseyside ICB - 01F,1978,120274,106204.85,133344
2020-07-01,Apixaban,0208020Z0,01G,E38000143,NHS Greater Manchester ICB - 01G,3045,125758,111187.48,284740
2020-07-01,Apixaban,0208020Z0,01H,E38000215,NHS North East and North Cumbria ICB - 01H,4288,237904,210066.4,326178
2020-07-01,Apixaban,0208020Z0,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,2092,116668,103046.11,167877
